大会,予選,問題番号,問題,正解,補足
9,近畿,7,鹿の角を切っても再び生えてくるように、１度とれたサイの角もまた生えてくる。,○,
9,近畿,8,地球は今、緑が少なくなっています。１９８９年現在、日本でもっとも森林面積の狭い都道府県は、面積の最も狭い大阪府である。,○,
9,近畿,9,仙台の松島、京都の天ノ橋立、そして安芸の宮島を指す「日本三景」は、すべて『小倉百人一首』に詠まれている。,×,
9,近畿,10,相撲で、うっかり土俵の外に足を出してしまうことを「勇み足」といいますが、これを発見されずに勝つことを、関取たちは「しのび足」と呼んでいる。,○,
9,近畿,11,「イモムシ」は、もともとイモの葉っぱを好んでたべるところからその名が付いた。,○,
9,近畿,12,切手もお札と同じように、３分の２以上残っていれば新しい物と交換してもらえる。,×,
9,近畿,13,ミノムシのミノを作るのは、親の役目である。,×,
9,近畿,14,環境庁が定めた「名水百選」。すべて飲料水としての検査に合格している。,×,
9,近畿,15,日本の裁判所の裁判官には、定年はない。,×,
9,近畿,準決勝,奈良町からもその姿を見ることができる、現在(1989年)の興福寺の五重の塔は、江戸時代に再建されたものである。,×,
9,近畿,準決勝,走れば走るほど疲労がたまりますが、血液中の赤血球も疲れてしまうのか減少してしまう。,×,
9,近畿,準決勝,世界標準時の基準となっているグリニッジ子午線を０度と定めたのは、今世紀に入ってからである。,×,
9,近畿,準決勝,映画『インディ･ジョーンズ/最後の聖戦』に初登場！父親を演じるショーン・コネリーの役柄は、息子と同じ考古学者である。,○,
9,近畿,準決勝,奈良県でもっとも生産量の多い農産物は、「奈良漬け」でおなじみのウリである。,×,
9,近畿,準決勝,江戸時代の代表的な俳人松尾芭蕉、与謝蕪村は奈良の句を詠んでいますが、小林一茶は一句も詠んでいない。,×,
9,近畿,準決勝,紀州でとれるミカンもナツミカンも、ミカン科の植物である。,○,
9,近畿,準決勝,男子フルマラソンの世界記録ベスト３に、日本選手は入っている。,×,
9,近畿,準決勝,経済大国日本を訪れる外国人は、観光客よりもビジネスマンの方が多い。,×,
9,近畿,準決勝,高松塚古墳の壁画に描かれている人物は、すべて女性である。,×,
9,近畿,準決勝,町に秋を知らせるトンボの種類は、奈良町の人口1183人よりも多い。,○,
9,近畿,準決勝,他人のふところを左右する公認会計士。成人に達していない高校生は、その資格試験を受けることもできない。,×,
9,近畿,準決勝,フーコーが地球の自転を証明した時登ったパリのパンテオン寺院は、奈良市のシンボルである興福寺の五重の塔よりも高い。,○,
9,近畿,準決勝,小生、辛抱治郎が「クイズ党」を名乗って参議院に当選！さて、議員１人でもクイズ党を保護するための議案を提出することができる。,×,
9,近畿,準決勝,奈良といえば、墨とうちわが有名ですが、ともに生産量は日本一である。,×,
9,近畿,準決勝,西行、寂蓮（じゃくれん）、定家がいずれも「秋の夕暮れ」と詠んだ和歌を、特に三夕といいますが、この和歌が収められているのは『新古今和歌集』である。,○,
9,近畿,準決勝,フワフワとふくれるパンのイースト菌。このイーストとは「泡」という意味である。,○,
9,近畿,準決勝,奈良県の「奈」と「良」は、同じ学年で習う漢字である。,×,
9,近畿,準決勝,気象庁が発表する「春一番」の定義には、風の吹く時期や方角の他に、風の強さも決められている。,○,
9,近畿,準決勝,奈良県は海のない県ですが、１９８９年現在、協会に加入している全国の水族館の数は、４７都道府県の数よりも少ない。,×,
9,近畿,準決勝,法隆寺にある「玉虫の厨子」は有名ですが、玉虫はコガネムシ科の昆虫である。,×,
9,近畿,準決勝,あだち充の人気スポーツマンガ『ラフ』の登場人物、二ノ宮亜美は水泳部ですが、大和圭介が在籍しているのは陸上部である。,×,
9,近畿,準決勝,果物の栄養をたとえたことわざ。日本では「カキが赤くなると医者が青くなる」といいますが、イギリスで同じ意味のことわざに出てくる果物は「リンゴ」である。,○,
9,近畿,準決勝,奈良県にある国宝は、すべて記念切手になっている。,×,
9,近畿,準決勝,最近、各地にアメリカの大学の日本分校が開校していますが、アメリカにも日本の大学の分校がある。,○,
9,近畿,準決勝,出身地は２人とも東京、生まれた星座も同じ魚座。人気デュオ、WINKのサッチンとショーコは、血液型も同じである。,×,
9,近畿,準決勝,1989年現在、日本相撲協会の理事長は二子山親方ですが、親方の中には「ミツゴヤマ親方」もいる。,×,
9,近畿,準決勝,「ピーターパン」「ナポレオン」「ピエロ」。この３つに共通する洋服の部分はポケットである。,×,
9,近畿,準決勝,チンパンジーも笑う。,○,
9,近畿,準決勝,サルには双子は生まれない。,×,
9,近畿,準決勝,消費税の導入で財布の出入りが激しい「１円玉」。最初に作られた時からアルミニウムであった。,×,
9,近畿,準決勝,気象庁が使う天気図の中には、「天気不明」という記号もある。,○,
9,近畿,準決勝,「北斗七星」は有名ですが、「南斗六星」という星座もある。,○,
9,近畿,準決勝,夏ミカンとグレープフルーツ。食品成分表の表示によると水分の量が多いのは夏ミカンの方である。,×,
9,近畿,準決勝,総理大臣を辞職すると、国から退職金がもらえる。,○,
9,近畿,準決勝,大相撲の立ち合いで、３回以上「まった」をすると負けになる。,×,
9,近畿,準決勝,「ミルクセーキ」とは、ミルク・シェイクがなまったものである。,○,
9,近畿,準決勝,あの「東京ドーム」の屋根は閉じたままですが、世界にはすでに屋根が開いたり閉まったりするドーム球場もある。,○,
9,近畿,準決勝,地下街にある店の住居表示は、真上にある地上の店とまったく同じにしなければならない。,×,
9,近畿,準決勝,レオナルド・ダ・ヴィンチが『モナ・リザの微笑』を描いたときは、モナ･リザは独身であった。,×,
